Station_Name,total_trains,unique_trains
HIRAPUR,4,4
PARICHA THER,4,4
PARICHA,4,4
PARDHADE,4,4
PARBATONIA,4,4
PARAUNA,4,4
PARSA KHERA,4,4
PARSA KERWA,4,4
ERIODU,4,4
ERICH ROAD,4,4
ERALIGUL,4,4
SANGANER,4,4
BADAKHANDITA,4,4
HUNSENAHALLI,4,4
ELLENABAD,4,4
SAMAYANALLUR,4,4
SALPURA,4,4
SALPA,4,4
ARIGADA,4,4
BHARATKUND,4,4
LINGIRI,4,4
KODERMA TOWN,4,4
LONGPATIA,4,4
LONGAI,4,4
BANSADHARA P,4,4
BURAMARA,4,4
VALADAR,4,4
KIRATGARH,4,4
BARARA BUZUR,4,4
KIRANDUL,4,4
PARAMJEEVAR,4,4
PARA KHEDA,4,4
DURGAPURI,4,4
SAMUKTALA RO,4,4
ETAH,4,4
SANJAMALA,4,4
BEJNAL,4,4
INDAPUR,4,4
PANITOLA,4,4
PANIKHAITI,4,4
PANIHAR,4,4
SANDALPUR,4,4
DWARKAGANJ,4,4
DUSKHEDA,4,4
IKDORI,4,4
ICHAULI,4,4
PANJHAN,4,4
BELANKI,4,4
BELLARYCANTT,4,4
LORWADA,4,4
PAMIDI,4,4
PALSI,4,4
ISHARDASPUR,4,4
ISHAPUR KHER,4,4
PANELI MOTI,4,4
PANDURANGA S,4,4
DUGDA WASHAR,4,4
DUGANPUR,4,4
VAKAV,4,4
VAGHLI,4,4
LUNSERIYA,4,4
LUNIDHAR,4,4
PANDURANGA P,4,4
PANCHTALAVAD,4,4
PANCHRATNA,4,4
PALANA,4,4
PALDHI,4,4
LUKWASA,4,4
VADTAL SWAMI,4,4
VADIYA DEVLI,4,4
VADAMADURA,4,4
VADALUR,4,4
PANGRI,4,4
PANEVADI,4,4
BADWASI,4,4
BADULIPAR,4,4
DUMARA,4,4
ARAKU,4,4
INGORALA,4,4
MADDURU,4,4
MADANAPUR HA,4,4
BAZARGHAT,4,4
JAHANIKHERA,4,4
JAHANGIRABAD,4,4
PAKRA,4,4
PAKNI,4,4
PAKHRAULI,4,4
PAKHNA,4,4
DOSVADA,4,4
SARAI HARKHU,4,4
JAGANNATH JI,4,4
JAFARGANJ,4,4
PALAYAM,4,4
PALASNER,4,4
PALASINGI,4,4
SAPE-WAMNE (,4,4
DULLABCHERRA,4,4
DULARIYA,4,4
DUGDOL HALT,4,4
SARANGPUR RO,4,4
DUBRIKALAN,4,4
PAGDHAL,4,4
PADSE,4,4
PADMA,4,4
PADLI,4,4
BECHRAJI,4,4
BEBEJIA,4,4
ONTIMITTA,4,4
VADALI LUTER,4,4
UTTANGAL MAN,4,4
CHONGAJAN,4,4
CHOKI SORATH,4,4
CHITROD,4,4
BARKIPONA,4,4
BARKHEDA,4,4
KATANGI KHUR,4,4
MASANGAON,4,4
MARWAR RATAN,4,4
MARWAR KORI,4,4
MARHAURA,4,4
KATHLAL,4,4
KATHAUTIA,4,4
KATHANA,4,4
SARAI GOPAL,4,4
SARADHNA,4,4
DONGARGAON,4,4
SARPESWAR P.,4,4
BEGUNIA,4,4
PADAMPUR,4,4
PACHCHAKUPPA,4,4
PACHAWAN,4,4
CANDRABANDA,4,4
Bolagarh tow,4,4
BUTANA HALT,4,4
BURMI  HALT,4,4
URWAN,4,4
TARRA KALAN,4,4
CHAKARIAPALL,4,4
KHUI KHERA,4,4
BANGURKELA,4,4
BANGARMAU,4,4
DODDAGHATTA,4,4
DIWAN KHAVAT,4,4
SASVAD ROAD,4,4
JAKHALABANDH,4,4
OLD SACHIVAL,4,4
OLAKUR,4,4
JALIYA,4,4
PABAI,4,4
ORCHHA,4,4
NURPURA HALT,4,4
JAKSI,4,4
DILWA,4,4
ANUP SHAHR,4,4
ANTRI,4,4
NULENURU,4,4
NOSSAM,4,4
JAMUA,4,4
JAMBHALI  HA,4,4
OATING,4,4
JALESAR CITY,4,4
BAGADIA  PH,4,4
ODDARA HALLI,4,4
MADHOGANJ,4,4
CHAKUR,4,4
CHAKROD,4,4
JAMWALA,4,4
JAMGURI,4,4
JEONATHPUR,4,4
BHATPURA,4,4
DILMILI,4,4
MAGARDOH,4,4
MAEL,4,4
MADURE (H),4,4
JAMBUR,4,4
BAYAD,4,4
NOHAR,4,4
DIPLANA,4,4
BIJAIPUR ROA,4,4
CHALKHOWA,4,4
MAHANAGAR,4,4
MAHADIYA,4,4
MAHABUANG,4,4
MAGARPUR,4,4
KHOTKHOTI,4,4
JARAPADA,4,4
JAVALE,4,4
JAULKHERA,4,4
SEMMANDAPATT,4,4
SEMAI,4,4
SELENGHAT,4,4
SEKERKOTE,4,4
NIVASAR,4,4
JANNAGHATTA,4,4
JATWARA,4,4
JASRA,4,4
NILAKANTHEWA,4,4
NIBKARORI,4,4
NIBHAPUR,4,4
NEYVELI,4,4
DIKOM,4,4
SETTIGUNTA,4,4
SERONI ROAD,4,4
JAROLI,4,4
JARI,4,4
JARAUNA,4,4
KHURDA TOWN,4,4
KHUMTAI,4,4
BIJORA,4,4
CHAMARAJ,4,4
UNA,4,4
UMRAM,4,4
WARIGAON NEW,4,4
BANDNATH,4,4
BANDHUA,4,4
BANDANWARA,4,4
JETHIAN,4,4
ANJANI,4,4
ANIPUR,4,4
ANGAR,4,4
SHAHANAGAR T,4,4
DIGOD,4,4
DIGHWA DUBAU,4,4
BARADEV,4,4
DIGHA GHAT,4,4
SHAMSHABAD T,4,4
SHAMPURHALLI,4,4
YAMUNA SOUTH,4,4
JENAL,4,4
JAWAHARPUR K,4,4
SHINDAWANE,4,4
veravali,4,4
SHEWBABUDIH,4,4
SHEREKAN,4,4
SHAM KAURIA,4,4
saundal,4,4
SHAHZAD NAGA,4,4
ANKLAV,4,4
KHONKAR,4,4
KHOJEEPURA,4,4
KHOH,4,4
MAHARANI PAC,4,4
MAHARAJA CHH,4,4
CHAND KHIRA,4,4
CHANASMA JN.,4,4
ULNA BHARI,4,4
UKSI,4,4
UGU,4,4
UGARPUR,4,4
MAHIMBA,4,4
MAHGAWAN HAL,4,4
DHORAJI,4,4
DHOLPUR (NG),4,4
DHOKI,4,4
DHODRAMOHAR,4,4
SHARMA HALT,4,4
SHANKARPUR B,4,4
BINAUR,4,4
YARAGOPPA H,4,4
SHIRSOLI,4,4
SHIROOR,4,4
YEDAMANGALA,4,4
DHARNAODA,4,4
YEDSI,4,4
SHIWALA TEHU,4,4
YERMARAS,4,4
SHIVPURI HAL,4,4
SHER (HALT),4,4
SHEOSINGHPUR,4,4
SHEOPUR KALA,4,4
SHENOLI,4,4
SHENDRI,4,4
JETPUR,4,4
CHANDERA HAL,4,4
CHANDAWAL,4,4
UDRAMSAR,4,4
UDI MOR,4,4
ZARAP,4,4
YADUDIH,4,4
KHASA,4,4
KHARWA,4,4
NAYAGARH,4,4
JHILAHI,4,4
MAHESHPUR 'A,4,4
MAHEJI,4,4
NEW CHANGRAB,4,4
YADALAPUR,4,4
BAGRI NAGAR,4,4
BAGMAR,4,4
ANANTPAITH,4,4
SHRI BALAJI,4,4
SHONSELU,4,4
DHAVALAS,4,4
NERI,4,4
NERALAKATTE,4,4
UDAIPUR,4,4
Tenua Dumari,4,4
TURKAPALLI,4,4
MAINPURI KAC,4,4
MAHUTGAON,4,4
NEW DOMOHANI,4,4
KHINANIYAN,4,4
KHIMEL,4,4
BIDYADABRI,4,4
CHANDISAR,4,4
KHARAR,4,4
NAWAL SAHI H,4,4
NAWADIH,4,4
DHARESHWAR,4,4
KUKAVAV,4,4
DHARAM KUNDI,4,4
SHRIMAD DWAR,4,4
NAZIRA,4,4
NAYDONGRI,4,4
NAYARHAT,4,4
NAYAGARHTOWN,4,4
SIDHWALIA,4,4
JHAROKHAS,4,4
BATASI,4,4
ANGAI HALT,4,4
KUJU,4,4
JIRONA HALT,4,4
JIRON,4,4
JIRA ROAD,4,4
JINTI ROAD,4,4
NATHU KHEDI,4,4
JHIR,4,4
NAWAN,4,4
NATH GANJ,4,4
NARWASI,4,4
JOGINDER NAG,4,4
JOGIDIH,4,4
BHENSWADI,4,4
MAHUR,4,4
MAHUDHA,4,4
MAHUARIYA,4,4
KHARIO PH,4,4
BHOTEPATTI,4,4
BHORTEX,4,4
MASRAKH,4,4
MASODHA,4,4
BAMANWALI,4,4
BALWARA,4,4
MANKI,4,4
MANKHURD,4,4
BARHI,4,4
THALERA,4,4
THALAKU,4,4
CHILO,4,4
CHILIKDARA,4,4
TARWATA,4,4
SHUJATPUR,4,4
SHUDNIPUR,4,4
DHANWAR,4,4
DHANSURA,4,4
SIKIR,4,4
RAKHI,4,4
SIDMUKH,4,4
SIDLAGHATTA,4,4
KHARA-KAMERI,4,4
BHAGUAPAL,4,4
MAJGAON-ASSA,4,4
MAIVADIROAD,4,4
MAISHASHAN,4,4
CHANDNI,4,4
TUMMANAM GUT,4,4
KHANDARI HAL,4,4
BHUA,4,4
BHOYANI,4,4
MAJRI NANGAL,4,4
NARIYAR  HAL,4,4
NARIKKUDI,4,4
JUGIJAN,4,4
JUBBASAHANI,4,4
JOTANA,4,4
SILLIPUR,4,4
SILHAUDI,4,4
SILGHAT TOWN,4,4
SIKRODA,4,4
BHETASI,4,4
JUJOMURA,4,4
DHANSIRI,4,4
DHANPURA,4,4
BHEEMPURA,4,4
BHAYAVADAR,4,4
DHANORA (DEC,4,4
DHANETA,4,4
AMRUTVEL,4,4
SIMARIATAL,4,4
GODBHAGA,4,4
NARANPUR,4,4
JOBA,4,4
RAMGANJ,4,4
MAJHGAWAN PH,4,4
TULSI NAGAR,4,4
ALAI,4,4
TRIVIKARAMDE,4,4
CHARAMULA KU,4,4
CHARALI,4,4
MAKRERA,4,4
MAKALI DURGA,4,4
KHAMIL GHAT,4,4
MAKHI,4,4
KHANPUR AHIR,4,4
RAMARAJUPALL,4,4
KADI,4,4
KAIMARAKALAN,4,4
SINGHPURDUMR,4,4
ANANTARAJUPE,4,4
GOLAPATTI,4,4
BAIJNATH MAN,4,4
BAHUARA(HALT,4,4
JUNICHAVAND,4,4
JULGAON(DECC,4,4
ADARKI,4,4
NALLACHERUVU,4,4
BASSI BERISA,4,4
DEVGADH MADA,4,4
TANAKALLU,4,4
DHAMORA,4,4
DHAMALGAON,4,4
SINHAN,4,4
NANDRE,4,4
NANDKHAS,4,4
NANDI,4,4
KHANDHERI,4,4
CHAPAGURI,4,4
CHANOL,4,4
CHANNASANDRA,4,4
TOVALAI H.,4,4
TORNIYA,4,4
WASHIMBE,4,4
TOPPUR,4,4
GODHANI,4,4
TOMKA,4,4
KHAMBHEL,4,4
KHALIAPALI,4,4
KHAKHARIYA,4,4
KALA AKHAR,4,4
SIRMUTTRA,4,4
BASKATWA BH,4,4
KAJGAON TERH,4,4
GOLA ROAD,4,4
NAIMISHARANY,4,4
GIR GADHARA,4,4
BAILEY ROAD,4,4
KALANGANI,4,4
DEVTHANA HAL,4,4
GIDANAHALLI,4,4
SOMANAYAKKAN,4,4
SOMAN KATTI,4,4
DETROJ,4,4
RAMPAHARI,4,4
DEVARAPALLE,4,4
RAMKOT,4,4
SITABANJ,4,4
NAGRI,4,4
BARGOLAI,4,4
GOPALGANJ,4,4
MALASA,4,4
CHARKHEDA,4,4
CHARKHARI RO,4,4
CHARKEDA KHU,4,4
CHARHI,4,4
CHARBHUJA RO,4,4
BAKASPUR,4,4
DEOTALA,4,4
DEORAGRAM,4,4
RAJEWADI,4,4
NAGARGALI,4,4
NAGARDEVLA,4,4
NAGAON,4,4
NADIAPUR,4,4
DET,4,4
DESWAL  HALT,4,4
SIVADI,4,4
RAJAPATTI,4,4
SITHOULI,4,4
SITAPURAM PH,4,4
KAKLUR,4,4
SOMESHWARA,4,4
RAJAN KUNTI,4,4
RAJALUKAH,4,4
KHAJWANA,4,4
DETHLI,4,4
KALGUPUR,4,4
KALASAMUDRAM,4,4
GOMTA,4,4
GOMANGALAM,4,4
MUTTAMPATTI,4,4
MUTHALAMADA,4,4
MUSTRA,4,4
KALPATTICHAT,4,4
KALAMBHA,4,4
KALAMB ROAD,4,4
KAMARBANDHA,4,4
BAKHSHA,4,4
ALANDI,4,4
BHULON,4,4
BAMUR,4,4
MALTHAN,4,4
DEOGAN ROAD,4,4
DELVADA,4,4
AMONI,4,4
AMNAPUR,4,4
KALKALIGHAT,4,4
BAKRA ROAD,4,4
KAMALAPUR,4,4
TOKKUTTU,4,4
TISI,4,4
CHAUNTRA BHA,4,4
CHAUNRAH,4,4
CHAUDHURIBAN,4,4
DAURAI,4,4
DAUNDAJ,4,4
SONKHAMB,4,4
SONIYANA,4,4
SONEGAON,4,4
KHAJURI,4,4
MALIKPETH,4,4
BARWASNI HAL,4,4
DEEDAR GANJ,4,4
BHIMASAR,4,4
RAJSUNAKHALA,4,4
BHIMANA,4,4
BHILGAON,4,4
KAMATHE,4,4
CHATENI,4,4
ALEHPUR,4,4
BARUNDNI,4,4
KANAIBAZAR,4,4
MUNDIAMPAKKA,4,4
MUNDHEWADI,4,4
BALASIRING,4,4
MALTEKDI,4,4
MALLUR,4,4
MALLANWAN,4,4
BARGAON GUJA,4,4
KHAIRAH,4,4
KHAIGAON,4,4
MUNABAO,4,4
MULANUR,4,4
KANCHANPUR R,4,4
KANAUTA,4,4
DAVOL,4,4
KANAMALEPALL,4,4
BASANTAPUR,4,4
BALAPALLE,4,4
BALANGIR ROA,4,4
BAKTAL,4,4
MOUBUND,4,4
SONDIMRA,4,4
BAKANIAN BHA,4,4
MUIRPUR ROAD,4,4
KANGINHAL,4,4
BHIRINGI,4,4
BHINWALIYA,4,4
AMARPURA RAT,4,4
SORAI,4,4
SOOROTHEE,4,4
SONUABARI,4,4
BANAS,4,4
CHAVALKHEDE,4,4
CHAURE BAZAR,4,4
TIRUCHCHULI,4,4
GORAM GHAT,4,4
MAMANDURU,4,4
RAJABERA,4,4
BALAROAD,4,4
DATARDA KALA,4,4
DASARA,4,4
DARSHANNAGAR,4,4
SRIVENKATAPE,4,4
SRIRAMPUR (A,4,4
SRINIVASPUR,4,4
KANASAR NAWA,4,4
KANAROAN,4,4
RANGALITING,4,4
RANAYALA,4,4
KANKROLI,4,4
RANALA,4,4
SUMER,4,4
SULTANPUR,4,4
SULTANABAD H,4,4
RAMSAN,4,4
GIRDHARPUR,4,4
DANTE WARA,4,4
SUBEDARGANJ,4,4
SUAHERI HALT,4,4
MUDARIA,4,4
KHADKI BAZAR,4,4
KHADARPETT,4,4
KETTANDAPATT,4,4
KRISHNAI,4,4
BIR,4,4
KHAIRAHI,4,4
CHEGUNTA,4,4
CHEGRO,4,4
TINGRAI,4,4
TINDAULI,4,4
WAGHOLI,4,4
KESHWARI BH,4,4
MALWARA,4,4
MOTIGANJ,4,4
MOTERJHAR,4,4
MOTA JADRA,4,4
MOTA,4,4
WAGHODA,4,4
SUKHI SEWANI,4,4
DALSANUR,4,4
WADSINGE,4,4
SUPPALAPADU,4,4
BARSATHI,4,4
KESHAV GANJ,4,4
BISHRAMGANJ,4,4
BISHENGARH,4,4
KURINJIPADI,4,4
KURHAGADA,4,4
TILONIYA,4,4
TILBHUM,4,4
KURBALAKOTA,4,4
MORTHALA,4,4
MONGLAJHORA,4,4
BARUA CHAK,4,4
KANSRAO,4,4
MODASA,4,4
MISROD,4,4
MISRIKH TIRA,4,4
KARANJADI,4,4
SURASARAIGHA,4,4
AMHERA  HALT,4,4
GUA,4,4
AMBIKESHWAR,4,4
DAMRUGHUTU,4,4
DAMNAGAR,4,4
DAMAY,4,4
KARAHIYA HAL,4,4
BARUA NAGAR,4,4
MOHD KHEDA,4,4
MOHASA,4,4
DAMALACHERUV,4,4
BHONE,4,4
SUWANSA,4,4
SURPURA,4,4
MINATCHIPURA,4,4
MILAVALI HAL,4,4
ATRU,4,4
MOHANA HARYA,4,4
MOHANA,4,4
MODPUR,4,4
BALE,4,4
METTUR DAM,4,4
METPANJRA,4,4
TILAUNCHI,4,4
MANDU HALT,4,4
MANDPIYA,4,4
ATRAMPUR,4,4
KARARI,4,4
MHASAVAD,4,4
KENCHANALU,4,4
CHHAJAWA,4,4
ALTAGRAM,4,4
GHOTI,4,4
GHOSHAWAR,4,4
MANGALIYAWAS,4,4
MANDVA,4,4
RANIPUR ROAD,4,4
TIKAMGARH,4,4
TALAMADUGU H,4,4
KAPADVANJ,4,4
MEZENGA,4,4
DALAJI-KA-KH,4,4
BHONRA,4,4
TAKARKHEDE,4,4
BHOLIDIH,4,4
BHOKE,4,4
BALIMARA,4,4
BALENAHALLI,4,4
TIBI,4,4
THONDE BHAVI,4,4
THERBAN HALT,4,4
THEKERAGURI,4,4
CHHEHARTA,4,4
KAWAR,4,4
MANIKALAN HA,4,4
METHI TIKUR,4,4
TAHSIL BHADR,4,4
TAGDI,4,4
TADALI JN.,4,4
AMBARI,4,4
MELAPPALAYAM,4,4
ATWA KURSATH,4,4
MECHERI ROAD,4,4
KARRA,4,4
KAROTA PATRI,4,4
KARONDA,4,4
KARMABAD,4,4
MERIYANA,4,4
MATTAGAJPUR,4,4
BALWA,4,4
KATALPUR (HA,4,4
TAKU,4,4
TAKIPUR HALT,4,4
TAKHRAU HALT,4,4
TAKHA,4,4
TALAVLI,4,4
AMBIKA BHAWA,4,4
AMBIKA (ROHI,4,4
DAGARKHEDI,4,4
MANJHAGARH,4,4
THARA,4,4
THANGUNDI,4,4
THAMLA MOGAN,4,4
CHICHONDA,4,4
BAMSIN,4,4
BAMHRAULI,4,4
BARLANGA,4,4
GORINJA,4,4
GOREGAON ROA,4,4
KAVANUR,4,4
MANJHLEPUR,4,4
TALWARA JHIL,4,4
TALPUR,4,4
CHURKI,4,4
CHURIWALA,4,4
CHURAIBARI,4,4
KASHIPURA,4,4
MATIGARA,4,4
KARUVALLI,4,4
KARUNGUZHI,4,4
MARWAR CHHAP,4,4
MARWAR BAGRA,4,4
CHITRAPUR (H,4,4
TANGIRIAPAL,4,4
KATAHRI,4,4
BHUGAON,4,4
TALGARIA,4,4
WASUD,4,4
KUNARIYA,4,4
KUMTHA KHURD,4,4
R BLOCK HALT,4,4
BAR LONGFER,4,4
BAR,4,4
RAJNAGAR K H,4,4
RAJIV NAGAR,4,4
ATA,4,4
ASWAPURAM,4,4
ASVALI,4,4
ASIRGARH ROA,4,4
ASHTEGAON,4,4
GOGAMERI,4,4
BHADAIYAN,4,4
AMARPURA,4,4
TAMARAIPADI,4,4
TETELIA,4,4
TERHA HALT,4,4
TEMBURU,4,4
CHINTAMANI,4,4
GHAUSGANJ,4,4
CHINNE KUNTA,4,4
MARAMJHIRI,4,4
MARADANGA,4,4
BHALUKMARA,4,4
MARPALLI,4,4
KOTHAR,4,4
BINDAURA,4,4
BIMBARI,4,4
RASHIDPURA-K,4,4
YADUGRAM BH,4,4
BARA,3,3
RAJKIAWAS,3,3
MATODA,3,3
KATAIYA DAND,3,3
KESHOLI,3,3
TINKHEDA,3,3
MANAURI,3,3
KANOH,3,3
CHAURAKHERI,3,3
MOTIPURA CHA,3,3
BAKARKUDI,3,3
MALUGUR,3,3
MURUD,3,3
NAGESHWADI H,3,3
KAILASAPURAM,3,3
KAIRLA,3,3
MAJHIARI,3,3
BAHILPURWA,3,3
NAVAL GUND R,3,3
JHIMRI,3,3
CHANDRESAL,3,3
SHIVATHAN,3,3
NEW HARANGAJ,3,3
DHUVA,3,3
NEW WEST BLO,3,3
DIPORE,3,3
DINGWAI,3,3
BHAYANDAR,3,3
BANGARI,3,3
CHAKRAKWALA,3,3
BIJULI HALT,3,3
BANGURGRAM H,3,3
OHAN CABIN,3,3
KATHLEEGHAT,3,3
SARERI,3,3
MADARAHA,3,3
PALA,3,3
LUCKNOW (DIK,3,3
BARCHHI ROAD,3,3
PANHAI,3,3
IRADATGANJ,3,3
BHARSENDI,3,3
ILLOO,3,3
BADAUSA,3,3
LINK C-CABIN,3,3
BENODA,3,3
FAIZULLAPUR,3,3
PARVATSAR CI,3,3
LOHGARA,3,3
LINK JN CABI,3,3
HESALONG  FS,3,3
PATHARDIH JN,3,3
SAIYID SARAW,3,3
LATEMDA,3,3
SAHUWALA,3,3
SAHEED SURAJ,3,3
HATNAPUR,3,3
BOMADRA,3,3
PIPLOD ROAD,3,3
ROHAT,3,3
GHASARA HALT,3,3
KUWARCHINTAW,3,3
GUD MARKET,3,3
VISHNUPUR BA,3,3
GOONDA (BIHA,3,3
MARALAHALLI,3,3
YERRAGUDIPAD,2,2
BINDAYAKA,2,2
ADARSHNAGAR,2,2
ADICHUNCHUNA,2,2
RAMGARH SHEK,2,2
meghpur tito,2,2
RAJULA CITY,2,2
RAMACHANDRAP,2,2
KUMAR MARANG,2,2
KUMAR SODRA,2,2
KUMARAPATNAM,2,2
KUKMA,2,2
RANGAPANI,2,2
RANGAPAHAR,2,2
RAMVA,2,2
RAMSAR,2,2
GOALDIH,2,2
KRISHNAPURAM,2,2
KUNDURU,2,2
KUDGI H,2,2
WADRENGDISA,2,2
Villiambakka,2,2
ATHSARAI,2,2
GHUNDANKHAPA,2,2
RANIGAON,2,2
RANGTONG,2,2
GOVINDI MARW,2,2
GORUMAHISANI,2,2
MARWAR KHARA,2,2
MARWAR BITHR,2,2
TARABARI,2,2
TAPASI,2,2
TANTPUR,2,2
MATALKUNTA,2,2
THAIYAT HAMI,2,2
AMBAGAON,2,2
KATORIYA,2,2
KATOGHAN,2,2
KATLICHERRA,2,2
TAROPA,2,2
CHITTA HALT,2,2
BARKICHANPI,2,2
MAWAI,2,2
BALWANTPURA,2,2
BHUKARKA,2,2
TALAP,2,2
D Samudraval,2,2
MANISINGH KA,2,2
MANIPUR BAGA,2,2
KAZIPET F CA,2,2
KAZIPET E CA,2,2
CHHATARIPUT,2,2
CHHANUA,2,2
CHHANSARA,2,2
THATHANA MIT,2,2
THAM,2,2
BHOJRAS,2,2
BALIKOTIA,2,2
KAYAR,2,2
KAYAMSAR,2,2
KAWARGAON,2,2
BARKAKANA AV,2,2
MANIKPURA,2,2
DADHAL INAM,2,2
DABPAL,2,2
MELAKKONNAKK,2,2
KASHANATTI,2,2
MEPPULIYUR,2,2
DAHINSARA,2,2
DAHGAON,2,2
DAHEJ,2,2
DALDALI,2,2
KARAUNDHANA,2,2
MIGRENDISA,2,2
KEMRI (HALT),2,2
CHETTIYAPATT,2,2
MANGURJAN,2,2
MANGAPATNAM,2,2
MANGALAMPETA,2,2
MANESWAR,2,2
MENDIPATHAR,2,2
MEMRA MEMRAK,2,2
TAKSAL,2,2
MOINARBAND,2,2
MOHOPE,2,2
MOHKHUTI,2,2
KEREJANGA,2,2
TIN MILE HAT,2,2
TILA,2,2
AMAGURA,2,2
MANDERDISA,2,2
MITHA,2,2
KARAKAVALASA,2,2
DAMCHARA,2,2
KARJHAUSA,2,2
SURERA,2,2
SURELI,2,2
METPALLI,2,2
SUKU,2,2
SUKRITIPUR,2,2
MORTAD,2,2
MORAN,2,2
MONACHERRA,2,2
CHEMBUR,2,2
BHUTKIYA BHI,2,2
TINDHARIA,2,2
TINAIGHAT,2,2
SUPEDI,2,2
SUNDLAK,2,2
BARSUAN,2,2
MOLAGAVALLI,2,2
MOKHAMPURA,2,2
BASAMPALLE,2,2
DARIMETA,2,2
DAPSAURA,2,2
DAOTUHAJA,2,2
DANTRA,2,2
SRUNGAVARAPU,2,2
KHADAPA,2,2
TIRUCHANUR,2,2
TIPPESANDRA,2,2
MANABAR,2,2
KANPUR GOODS,2,2
DANGARI,2,2
SUKNA,2,2
KANIYURU,2,2
SONACHARA  S,2,2
SOMPUR ROAD,2,2
KAMRANGA,2,2
CHATTAR HAT,2,2
MALLIVIDU,2,2
MALLICKPURHA,2,2
KANDAMBAKKAM,2,2
SONARDIH,2,2
KANHAIPUR,2,2
BHISA HALT,2,2
SRI KALYAN P,2,2
SONWARA,2,2
KANKURGACHHI,2,2
DARLIPUT,2,2
DARIYAGANJ,2,2
SOLUR,2,2
KAMALUR,2,2
DEOJHAR,2,2
AMLETHA,2,2
TOKOPAL,2,2
TIRUVENNAMAL,2,2
ALGAPUR,2,2
CHAUPALE,2,2
CHAUK,2,2
CHAUHANI,2,2
MURGA-MAHADE,2,2
MURAITHA  HA,2,2
MUPA,2,2
MUNGILIPATTU,2,2
BARWALAROAD,2,2
DEBRABANDHAU,2,2
KAICHAR,2,2
BAJAKARE,2,2
NAGASAMUDRAM,2,2
KALANA,2,2
DEVPURA,2,2
DEVGAM,2,2
MALIGURA,2,2
MALAR,2,2
MALANCHA,2,2
MALAKA VEMAL,2,2
CHARMAL,2,2
CHARDUAR,2,2
KALAMALLA,2,2
KALACHAND,2,2
DESANG,2,2
KAKBARA,2,2
NAL HALT,2,2
DHANAKWADA,2,2
DHAIPUKHURI,2,2
SINGWAL,2,2
NANCHERLA,2,2
CHANNANI,2,2
CHANGRABANDH,2,2
TOZHUPPEDU,2,2
KHAKHRALA RO,2,2
SIRHI ITARA,2,2
SIRD,2,2
SIRAS,2,2
BASERI,2,2
BASARI,2,2
NAKATI SEMRA,2,2
NAILALUNG,2,2
ANAMALAI ROA,2,2
NARAYANAPURA,2,2
NARASIMHAPUR,2,2
NARASAPURAPU,2,2
MAJHAULI,2,2
AKONA,2,2
MAL BAZAR,2,2
MAKKAJIPALLI,2,2
MAKARWADI HA,2,2
KHANDIP,2,2
KAIMA,2,2
SINGHABAD,2,2
JUTURU,2,2
JURIAGAON,2,2
JUNA RAJUVAD,2,2
NALLA-SOPARA,2,2
NATHAPETTAI,2,2
JODHPUR CANT,2,2
BHEJA,2,2
KHARAHAT,2,2
CHANDRANATHP,2,2
BIHARA,2,2
TUNDU,2,2
TULUKAPATTI,2,2
MAJRIKHADAN,2,2
NARIMOGARU,2,2
NARI-KHETRI,2,2
SILARI,2,2
SILAK JHORI,2,2
BAHALDA ROAD,2,2
DHANAPUR-ORI,2,2
GORAPUR,2,2
BHADRAULI,2,2
BHALUKPONG,2,2
RASULABAD,2,2
GUDUM,2,2
GUDDA,2,2
KUNWAR,2,2
BARA HAPJAN,2,2
BARA BANI,2,2
VONDH,2,2
KURMAHAT,2,2
KRAPPA HALT,2,2
PUSHKAR TERM,2,2
GUMANDEV,2,2
BATESAR,2,2
NEORANADI,2,2
UDAIPURA,2,2
TYADA,2,2
MAIRABARI,2,2
KHARIKATIA,2,2
KHARGAPUR,2,2
DHARAKOH,2,2
BHIKAMKOR,2,2
SHRIPAT SHRI,2,2
SHRIKHANDA,2,2
SHRIBAR,2,2
SHRI RAMGARH,2,2
SIDDAPURA,2,2
JIRIGHAT,2,2
JIRIBAM,2,2
SHISHO H,2,2
NEMAKALLU,2,2
NEGUN,2,2
BATADRAWA RO,2,2
SHIVLAKHA,2,2
SHIVALINGAPU,2,2
DHING BAZAR,2,2
NEW GUMANDEV,2,2
BIDIYAD,2,2
BIDANPUR,2,2
CHANDIPOSHI,2,2
UDYANKHERI,2,2
NAYA KHARDIA,2,2
JHARWASA,2,2
SHINDURIYA K,2,2
SHIMILI GUDA,2,2
SHEODASPURA-,2,2
JHALRA  HALT,2,2
JHAGADIYA JN,2,2
MAHANSAR,2,2
CHANDAN,2,2
UGNA,2,2
BAH,2,2
BAGTHAR,2,2
NEW BANESWAR,2,2
NETHRAVATHI,2,2
DHING,2,2
DHIMSIRI,2,2
NEW SILCHAR,2,2
NEW NAWADIH,2,2
SHAITAN SING,2,2
ANKLESHWAR U,2,2
DHUWALA,2,2
CHAMPAJHARAN,2,2
CHALLAVARIPA,2,2
UMALLA,2,2
ULUNDURPET,2,2
CHANDAUNA HA,2,2
BANDARKHAL,2,2
JETHA CHANDA,2,2
NEW KATNI JU,2,2
SHANTIGRAMA,2,2
JERTHI DADHI,2,2
BHAVDHARI,2,2
BHATTIAN,2,2
DIJAOBRA,2,2
JASAI,2,2
JARATI,2,2
UPARMAL,2,2
CHAMRUA,2,2
MAHANADI,2,2
